Art_ID,Viz_Num,Graph_Type,Points,Lines,Bar_Col,Box,Hist_Dens,Tiles,Geo_Map,X_Axis,Y_Axis,Color_Fill,Size,Shape,Alpha,Interactive,Motion,Scroll,Perc_Num,Task1,Task2
86,6,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,7,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,8,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,9,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,10,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,11,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,12,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,13,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,14,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,15,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,16,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,17,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,18,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,19,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,20,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,21,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,22,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,23,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,24,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,25,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,26,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,27,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,28,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,29,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,30,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,31,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,32,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,33,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,34,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,35,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,36,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,37,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,38,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,39,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,40,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,41,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,42,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,43,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,44,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,45,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,46,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,47,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,48,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,49,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
86,50,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,
87,,,,,,,,,,,,,,,,,,,,,
88,1,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
88,2,,,,,,,,,,,,,,,,,,,,
89,1,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
89,2,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
90,1,4,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,,,
90,2,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
90,3,5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,,
91,1,5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,,
91,2,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,
91,3,5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,,
92,,,,,,,,,,,,,,,,,,,,,
93,1,,,,,,,,,,,,,,,,,,,,
93,2,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
93,3,,,,,,,,,,,,,,,,,,,,
93,4,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
93,5,,,,,,,,,,,,,,,,,,,,
93,6,3,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,,,
93,7,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
93,8,,,,,,,,,,,,,,,,,,,,
93,9,3,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,,,
93,10,4,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
94,1,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,
95,1,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
95,2,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
95,3,3,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,,,
96,1,,,,,,,,,,,,,,,,,,,,
96,2,7,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,,,
96,3,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
96,4,5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,
96,5,5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,
96,6,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,
96,7,5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,
96,8,5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,
96,9,5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,
96,10,7,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,,,
96,11,5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,
97,1,,,,,,,,,,,,,,,,,,,,
97,2,5,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,,,
97,3,2,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,,,
97,4,2,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,,,
97,5,2,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,,,
98,1,,,,,,,,,,,,,,,,,,,,
98,2,,,,,,,,,,,,,,,,,,,,
98,3,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
98,4,,,,,,,,,,,,,,,,,,,,
98,5,7,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,,,
98,6,6,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,,,
98,7,9,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
99,1,6,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,,,
99,2,6,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,,,
100,1,4,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,,,
100,2,4,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,,,
100,3,4,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,,,
101,1,9,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
102,1,2,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,,,
102,2,2,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,,,
102,3,2,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,,,
103,1,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
103,2,4,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,,,
103,3,4,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,,,
103,4,4,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,,,
104,1,4,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
105,1,4,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,,,
105,2,4,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,,
105,3,4,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
105,4,4,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,,
105,5,4,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,,
105,6,4,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,,
105,7,4,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,,
105,8,4,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,,
105,9,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
105,10,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
105,11,4,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,,
106,1,5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,,
107,1,9,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
107,2,5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,,
108,1,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
108,2,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
109,1,5,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,,,
109,2,9,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
109,3,9,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
109,4,5,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,
109,5,5,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,
109,6,5,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,
109,7,5,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,
109,8,5,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,
109,9,5,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,,,
110,1,4,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,,,
110,2,4,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,,,
110,3,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
110,4,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
110,5,4,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
110,6,6,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,
111,1,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,,,
111,2,,,,,,,,,,,,,,,0,0,0,,,
111,3,3,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,,,
111,4,,,,,,,,,1,1,1,0,0,0,0,0,0,,,
112,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,
,,,,,,,,,,,,,,,,,,,,,
113,1,4,0,1,0,0,0,0,0,1,1,1,0,,,,,,,,
114,1,4,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,,,
114,2,9,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
114,3,9,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,,,
114,4,?,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,,,
114,5,4,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,,,
114,6,4,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,,,
115,1,4,0,1,0,0,0,0,0,1,?,1,0,0,0,0,0,0,,,
116,1,4,1,1,0,0,0,0,0,0,?,1,0,0,1,0,0,0,,,
117,1,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
117,2,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
117,3,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
118,1,,,,,,,,,,,,,,,,,,,,
119,1,,,,,,,,,,,,,,,,,,,,
120,1,4,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,,,
120,2,6,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,,,
120,3,3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,,,
120,4,3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,,,
120,5,3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,,,
120,6,3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,,,
120,7,3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,,,
120,8,3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,,,
120,9,3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,,,
121,1,4,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,,,
121,2,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,,,
121,3,5,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,,,
121,4,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,,,
121,5,5,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,,,
121,6,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,
122,1,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,
122,2,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,
122,3,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,
123,1,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,
123,2,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,
123,3,3,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,,,
124,1,,,,,,,,,,,,,,,,,,,,
124,2,,,,,,,,,,,,,,,,,,,,
124,3,2,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,,,
124,4,2,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,,,
125,1,6,1,0,0,0,,0,0,0,0,1,1,1,0,1,0,0,,,
125,2,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,
126,1,6,1,0,0,0,,0,0,1,0,1,1,0,0,1,1,0,,,
126,2,6,1,0,0,0,,0,0,1,0,1,1,0,0,1,1,0,,,
126,3,6,1,0,0,0,,0,0,1,0,1,1,0,0,1,1,0,,,
126,4,6,1,0,0,0,,0,0,1,0,1,1,0,0,1,1,0,,,
126,5,6,1,0,0,0,,0,0,1,0,1,1,0,0,1,1,0,,,
126,6,6,1,0,0,0,,0,0,1,0,1,1,0,0,1,1,0,,,
126,7,6,1,0,0,0,,0,0,1,0,1,1,0,0,1,1,0,,,
126,8,6,1,0,0,0,,0,0,1,0,1,1,0,0,1,1,0,,,
126,9,6,1,0,0,0,,0,0,1,0,1,1,0,0,1,1,0,,,
126,10,,,,,,,,,,,,,,,,,,,,
126,11,5,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,,,
126,12,,,,,,,,,,,,,,,,,,,,
127,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,,,
127,2,4,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,,,
127,3,4,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,,,
127,4,6,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,,
127,5,7,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,,,
128,1,5,1,0,0,0,?,0,1,0,0,1,1,0,0,0,0,0,,,
128,2,3,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,,,
128,3,5,1,0,0,0,?,0,1,0,0,1,1,0,0,0,0,0,,,
129,1,9,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,,,
129,2,5,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,,,
129,3,9,0,1,0,0,?,0,0,1,1,1,0,0,0,1,0,0,,,
129,4,9,0,1,0,0,?,0,0,1,1,1,0,0,0,1,0,0,,,
129,5,9,0,1,0,0,?,0,0,1,1,1,0,0,0,1,0,0,,,
129,6,9,0,1,0,0,?,0,0,1,1,1,0,0,0,1,0,0,,,
129,7,9,0,1,0,0,?,0,0,1,1,1,0,0,0,1,0,0,,,
129,8,9,0,1,0,0,?,0,0,1,1,1,0,0,0,1,0,0,,,
130,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,,,
130,2,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,
130,3,5,1,0,0,0,?,0,1,0,0,1,0,0,1,0,0,0,,,
130,4,2,1,0,0,0,?,0,1,0,0,1,0,0,1,0,0,0,,,
130,5,5,1,0,0,0,?,0,1,0,0,1,0,0,0,0,0,0,,,
131,1,5,0,0,0,0,?,0,1,0,0,1,0,0,0,0,0,0,,,
131,2,5,0,0,0,0,?,0,1,0,0,1,0,0,0,0,0,0,,,
131,3,5,0,0,0,0,?,0,1,0,0,1,0,0,0,0,0,0,,,
131,4,5,0,0,0,0,?,0,1,0,0,1,0,0,0,0,0,0,,,
131,5,5,0,0,0,0,?,0,1,0,0,1,0,0,0,0,0,0,,,
132,1,5,0,0,0,0,?,0,1,0,0,1,0,0,0,0,0,0,,,
132,2,9,0,?,?,0,?,0,0,1,1,1,0,0,0,0,0,0,,,
133,1,7,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,,,
133,2,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,,,
133,3,7,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,,,
133,4,7,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,,,
133,5,7,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,,,
133,6,7,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,,,
134,1,3,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,,,
134,2,3,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,,,
134,3,3,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,,,
134,4,3,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,,,
134,5,3,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,,,
134,6,3,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,,,
134,7,4,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,,,
134,8,,,,,,,,,,,,,,,,,,,,
134,9,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,,
134,10,3,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,,,
134,11,3,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,,,
134,12,3,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,,,
134,13,3,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,,,
134,14,3,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,,,
134,15,3,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,,,
134,16,3,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,,,
134,17,3,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,,,
134,18,3,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,,,
134,19,3,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,,,
134,20,3,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,,,
134,21,3,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,,,
134,22,3,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,,,
134,23,2,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,,,
135,1,,,,,,,,,,,,,,,,,,,,
136,1,,,,,,,,,,,,,,,,,,,,
136,2,,,,,,,,,,,,,,,,,,,,
136,3,,,,,,,,,,,,,,,,,,,,
136,4,,,,,,,,,,,,,,,,,,,,
136,5,,,,,,,,,,,,,,,,,,,,
136,6,,,,,,,,,,,,,,,,,,,,
137,?,,,,,,,,,,,,,,,,,,,,
138,1,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
138,2,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
138,3,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
138,4,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
138,5,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
138,6,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
138,7,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
138,8,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
139,1,2,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,,,
139,2,2,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,,,
139,3,2,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,,,
140,1,?,?,0,0,0,0,?,0,,,,,,,,,,,,
140,2,?,,,,,,,,0,0,1,,,,0,0,0,,,
140,3,?,,,,,,,,0,0,1,,,,0,0,0,,,
140,4,?,,,,,,,,0,0,1,,,,0,0,0,,,
140,5,?,,,,,,,,0,0,1,,,,0,0,0,,,
140,6,5,0,0,0,0,0,1,1,0,0,1,,,,0,0,0,,,
141,1,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
141,2,5,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,,,
141,3,5,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,,,
141,4,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
141,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,,,
141,6,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,,,
141,7,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,,,
141,8,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,,,
141,9,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,,,
141,10,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,,,
141,11,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
142,1,2,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,,,
142,2,,,,,,,,,,,,,,,,,,,,
142,3,,,,,,,,,,,,,,,,,,,,
142,4,2,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,,,
142,5,2,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,,,
143,1,5,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,,,
144,1,5,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,,,
144,2,5,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,,,
144,3,5,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,,,
144,4,5,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,,,
144,5,5,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,,,
144,6,5,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,,,
144,7,5,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,,,
144,8,2,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,,,
144,9,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,,,
144,10,5,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,,,
144,11,5,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,,,
144,12,5,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,,,
144,13,5,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,,,
144,14,5,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,,,
144,15,5,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,,,
144,16,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,,,
145,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,
145,2,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,
145,3,5,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,,,
146,1,5,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,,,
146,2,5,0,0,0,0,1?,?,1,0,0,1,0,0,0,0,0,0,,,
146,3,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,
146,4,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
146,5,?,1,0,?,0,0,0,0,1,1,1,0,0,1,0,0,0,,,
146,6,?,1,0,?,0,0,0,0,1,1,1,0,0,1,0,0,0,,,
146,7,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
146,8,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
147,1,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,
147,2,5,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,,,
148,1,pie chart,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,,
149,1,?,,,,,,,,,,,,,,,,,,,
150,1,9?,1,0,?,0,?,?,0,0,0,1,0,0,0,0,0,0,,,
150,2,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
150,3,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
150,4,pie chart,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,
150,5,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
151,1,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
151,2,3?4?,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,,,
151,3,3?4?,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,,,
151,4,3?4?,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,,,
151,5,3?4?,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,,,
151,6,3?4?,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,,,
152,1,donut chart,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,
153,1,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,
153,2,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
153,3,9,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
153,4,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
154,1,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
154,2,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
154,3,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
154,4,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
154,5,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
154,6,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
154,7,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
154,8,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
154,9,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
